A,11,3,1500,4,-83,
A,11,4,2000,4,-78,
A,11,5,2500,4,-78,
A,11,6,3000,4,-78,
A,11,7,3500,4,-78,
A,11,8,4000,4,-78,
A,11,9,4500,4,-78,
A,11,0,0,5,-78,
A,11,1,500,5,-73,
A,11,2,1000,5,-73,
A,11,3,1500,5,-73,
A,11,4,2000,5,-73,
A,11,5,2500,5,-73,
A,11,6,3000,5,-73,
A,11,7,3500,5,-78,
A,11,8,4000,5,-78,
A,11,9,4500,5,-78,
A,11,0,0,6,-73,
A,11,1,500,6,-73,
A,11,2,1000,6,-73,
A,11,3,1500,6,-83,
A,11,4,2000,6,-87,
A,11,5,2500,6,-87,
A,11,6,3000,6,-83,
A,11,7,3500,6,-83,
A,11,9,4500,6,-83,
A,11,0,0,7,-83,
A,11,1,500,7,-83,
A,11,2,1000,7,-83,
A,11,3,1500,7,-83,
A,11,4,2000,7,-83,
A,11,5,2500,7,-83,
A,11,6,3000,7,-87,
A,11,7,3500,7,-82,
A,11,8,4000,7,-83,
A,11,9,4500,7,-83,
A,12,6,3000,2,-87,
A,12,7,3500,2,-87,
A,12,8,4000,2,-87,
A,12,0,0,3,-83,
A,12,1,500,3,-87,
A,12,2,1000,3,-83,
A,12,3,1500,3,-87,
A,12,4,2000,3,-83,
A,12,5,2500,3,-83,
A,12,6,3000,3,-83,
A,12,7,3500,3,-83,
A,12,8,4000,3,-83,
A,12,9,4500,3,-83,
A,12,0,0,4,-83,
A,12,1,500,4,-83,
A,12,2,1000,4,-83,
A,12,3,1500,4,-83,
A,12,4,2000,4,-82,
A,12,5,2500,4,-83,
A,12,7,3500,5,-87,
A,12,9,4500,5,-87,
A,12,5,2500,6,-87,
A,12,6,3000,6,-87,
A,12,9,4500,6,-87,
A,12,0,0,7,-83,
A,12,1,500,7,-83,
A,12,2,1000,7,-83,
A,12,3,1500,7,-83,
A,12,4,2000,7,-87,
A,12,5,2500,7,-87,
A,12,6,3000,7,-87,
A,12,7,3500,7,-83,
A,12,8,4000,7,-87,
A,12,9,4500,7,-83,
A,13,5,2500,0,-87,
A,13,0,0,3,-87,
A,13,2,1000,3,-87,
A,13,3,1500,3,-87,
A,13,4,2000,3,-87,
A,13,5,2500,3,-87,
A,13,6,3000,3,-87,
A,13,7,3500,3,-87,
A,13,8,4000,3,-87,
A,13,9,4500,3,-87,
A,13,0,0,4,-82,
A,13,1,500,4,-83,
A,13,2,1000,4,-83,
A,13,3,1500,4,-83,
A,13,4,2000,4,-83,
A,13,5,2500,4,-83,
A,13,6,3000,4,-83,
A,13,7,3500,4,-83,
A,13,8,4000,4,-83,
A,13,9,4500,4,-78,
A,13,0,0,5,-73,
A,13,1,500,5,-78,
A,13,2,1000,5,-78,
A,13,3,1500,5,-73,
A,13,4,2000,5,-73,
A,13,5,2500,5,-73,
A,13,6,3000,5,-78,
A,13,7,3500,5,-73,
A,13,8,4000,5,-78,
A,13,9,4500,5,-78,
A,13,0,0,6,-73,
A,13,1,500,6,-73,
A,13,2,1000,6,-73,
A,13,3,1500,6,-78,
A,13,4,2000,6,-78,
A,13,5,2500,6,-78,
A,13,6,3000,6,-73,
A,13,7,3500,6,-73,
A,13,8,4000,6,-78,
A,13,9,4500,6,-83,
A,13,0,0,7,-83,
A,13,1,500,7,-83,
A,13,2,1000,7,-83,
A,13,3,1500,7,-83,
A,13,4,2000,7,-83,
A,13,5,2500,7,-83,
A,13,6,3000,7,-82,
A,13,0,0,2,-83,
A,13,1,500,2,-83,
A,13,2,1000,2,-83,
A,13,3,1500,2,-83,
A,13,4,2000,2,-83,
A,13,5,2500,2,-83,
A,13,6,3000,2,-83,
A,13,7,3500,2,-83,
A,13,8,4000,2,-83,
A,13,9,4500,2,-83,
A,13,0,0,3,-83,
A,13,1,500,3,-83,
A,13,2,1000,3,-83,
A,13,3,1500,3,-83,
A,13,4,2000,3,-83,
A,13,5,2500,3,-83,
A,13,6,3000,3,-83,
A,13,7,3500,3,-83,
A,13,8,4000,3,-83,
A,13,0,0,4,-83,
A,13,1,500,4,-87,
A,13,2,1000,4,-87,
A,13,3,1500,4,-83,
A,13,4,2000,4,-82,
A,13,5,2500,4,-87,
A,13,6,3000,4,-87,
A,13,7,3500,4,-87,
A,13,8,4000,4,-87,
A,13,9,4500,4,-83,
A,13,0,0,5,-83,
A,13,1,500,5,-83,
A,13,2,1000,5,-83,
A,13,3,1500,5,-83,
A,13,4,2000,5,-83,
A,13,5,2500,5,-83,
A,13,6,3000,5,-83,
A,13,7,3500,5,-83,
A,13,8,4000,5,-78,
A,13,9,4500,5,-78,
A,13,0,0,6,-78,
A,13,1,500,6,-78,
A,13,2,1000,6,-78,
A,13,3,1500,6,-78,
A,13,4,2000,6,-78,
A,13,5,2500,6,-78,
A,13,6,3000,6,-78,
A,13,7,3500,6,-78,
A,13,8,4000,6,-78,
A,13,9,4500,6,-78,
A,13,0,0,7,-78,
A,13,1,500,7,-78,
A,13,2,1000,7,-78,
A,13,3,1500,7,-78,
A,13,4,2000,7,-78,
A,13,5,2500,7,-78,
A,13,6,3000,7,-78,
A,13,7,3500,7,-78,
A,13,8,4000,7,-73,
A,13,9,4500,7,-73,
A,14,0,0,2,-87,
A,14,1,500,2,-87,
A,14,2,1000,2,-87,
A,14,5,2500,2,-87,
A,14,0,0,3,-83,
A,14,1,500,3,-87,
A,14,2,1000,3,-87,
A,14,3,1500,3,-87,
A,14,4,2000,3,-87,
A,14,5,2500,3,-87,
A,14,6,3000,3,-83,
A,14,7,3500,3,-83,
A,14,8,4000,3,-87,
A,14,9,4500,3,-87,
A,14,0,0,4,-83,
A,14,1,500,4,-83,
A,14,2,1000,4,-83,
A,14,3,1500,4,-83,
A,14,4,2000,4,-83,
A,14,5,2500,4,-83,
A,14,6,3000,4,-83,
A,14,7,3500,4,-83,
A,14,8,4000,4,-83,
A,14,9,4500,4,-83,
A,14,0,0,5,-78,
A,14,1,500,5,-78,
A,14,2,1000,5,-78,
A,14,3,1500,5,-78,
A,14,4,2000,5,-78,
A,14,5,2500,5,-78,
A,14,6,3000,5,-78,
A,14,7,3500,5,-78,
A,14,8,4000,5,-78,
A,14,9,4500,5,-78,
A,14,0,0,6,-78,
A,14,1,500,6,-78,
A,14,2,1000,6,-78,
A,14,3,1500,6,-78,
A,14,4,2000,6,-78,
A,14,5,2500,6,-78,
A,14,6,3000,6,-78,
A,14,7,3500,6,-78,
A,14,8,4000,6,-78,
A,14,0,0,7,-78,
A,14,1,500,7,-78,
A,14,2,1000,7,-78,
A,14,3,1500,7,-78,
A,14,4,2000,7,-78,
A,14,5,2500,7,-78,
A,14,6,3000,7,-78,
A,14,7,3500,7,-78,
A,14,8,4000,7,-78,
A,14,9,4500,7,-78,
A,15,0,0,1,-87,
A,15,2,1000,1,-87,
A,15,4,2000,1,-87,
A,15,9,4500,1,-87,
A,15,0,0,2,-87,
A,15,1,500,2,-87,
A,15,2,1000,2,-87,
A,15,4,2000,2,-87,
A,15,5,2500,2,-87,
A,15,6,3000,2,-87,
A,15,7,3500,2,-87,
A,15,8,4000,2,-87,
A,15,9,4500,2,-87,
A,15,0,0,3,-83,
A,15,1,500,3,-83,
A,15,2,1000,3,-83,
A,15,3,1500,3,-83,
A,15,4,2000,3,-83,
A,15,5,2500,3,-83,
A,15,6,3000,3,-82,
A,15,7,3500,3,-83,
A,15,8,4000,3,-83,
A,15,9,4500,3,-83,
A,15,0,0,4,-83,
A,15,1,500,4,-83,
A,15,2,1000,4,-78,
A,15,3,1500,4,-87,
A,15,4,2000,4,-87,
A,15,5,2500,4,-83,
A,15,6,3000,4,-83,
A,15,7,3500,4,-87,
A,15,9,4500,4,-87,
A,15,0,0,5,-83,
A,15,1,500,5,-83,
A,15,2,1000,5,-83,
A,15,3,1500,5,-83,
A,15,4,2000,5,-83,
A,15,5,2500,5,-83,
A,15,6,3000,5,-83,
A,15,7,3500,5,-78,
A,15,8,4000,5,-78,
A,15,9,4500,5,-78,
A,15,0,0,6,-78,
A,15,2,1000,6,-73,
A,15,3,1500,6,-73,
A,15,4,2000,6,-78,
A,15,5,2500,6,-78,
A,15,6,3000,6,-73,
A,15,7,3500,6,-73,
A,15,8,4000,6,-73,
A,15,9,4500,6,-73,
A,15,0,0,7,-73,
A,15,1,500,7,-73,
A,15,2,1000,7,-73,
A,15,3,1500,7,-73,
A,15,4,2000,7,-73,
A,15,5,2500,7,-73,
A,15,6,3000,7,-73,
A,15,7,3500,7,-73,
A,15,8,4000,7,-73,
A,15,9,4500,7,-73,
A,16,0,0,2,-87,
A,16,1,500,2,-87,
A,16,2,1000,2,-87,
A,16,4,2000,2,-87,
A,16,5,2500,2,-92,
A,16,6,3000,2,-87,
A,16,7,3500,2,-87,
A,16,1,500,3,-87,
A,16,2,1000,3,-87,
A,16,3,1500,3,-87,
A,16,4,2000,3,-87,
A,16,5,2500,3,-87,
A,16,6,3000,3,-87,
A,16,7,3500,3,-87,
A,16,8,4000,3,-87,
A,16,9,4500,3,-87,
A,16,0,0,4,-83,
A,16,1,500,4,-83,
A,16,2,1000,4,-83,
A,16,3,1500,4,-83,
A,16,4,2000,4,-83,
A,16,5,2500,4,-83,
A,16,7,3500,4,-83,
A,16,8,4000,4,-83,
A,16,9,4500,4,-83,
A,16,0,0,5,-78,
A,16,1,500,5,-78,
A,16,2,1000,5,-83,
A,16,3,1500,5,-78,
A,16,4,2000,5,-78,
A,16,5,2500,5,-78,
A,16,6,3000,5,-78,
A,16,7,3500,5,-83,
A,16,8,4000,5,-82,
A,16,9,4500,5,-78,
A,16,0,0,6,-78,
A,16,2,1000,6,-78,
A,16,3,1500,6,-78,
A,16,4,2000,6,-78,
A,16,5,2500,6,-78,
A,16,6,3000,6,-78,
A,16,7,3500,6,-78,
A,16,8,4000,6,-78,
A,16,9,4500,6,-78,
A,16,0,0,7,-78,
A,16,1,500,7,-78,
A,16,2,1000,7,-73,
A,16,3,1500,7,-73,
A,16,4,2000,7,-78,
A,16,5,2500,7,-73,
A,16,6,3000,7,-73,
A,16,7,3500,7,-78,
A,16,8,4000,7,-78,
A,16,9,4500,7,-78,
A,17,0,0,3,-87,
A,17,2,1000,3,-87,
A,17,3,1500,3,-87,
A,17,5,2500,3,-83,
A,17,6,3000,3,-83,
A,17,8,4000,3,-78,
A,17,9,4500,3,-83,
A,17,0,0,4,-78,
A,17,1,500,4,-78,
A,17,2,1000,4,-78,
A,17,3,1500,4,-78,
A,17,4,2000,4,-78,
A,17,5,2500,4,-78,
A,17,6,3000,4,-78,
A,17,7,3500,4,-78,
A,17,8,4000,4,-78,
A,17,9,4500,4,-78,
A,17,0,0,5,-73,
A,17,1,500,5,-73,
A,17,2,1000,5,-73,
A,17,3,1500,5,-73,
A,17,4,2000,5,-73,
A,17,5,2500,5,-73,
A,17,6,3000,5,-73,
A,17,7,3500,5,-73,
A,17,0,0,6,-87,
A,17,1,500,6,-87,
A,17,2,1000,6,-87,
A,17,3,1500,6,-87,
A,17,4,2000,6,-87,
A,17,5,2500,6,-87,
A,17,6,3000,6,-87,
A,17,7,3500,6,-87,
A,17,8,4000,6,-87,
A,17,9,4500,6,-87,
A,17,0,0,7,-83,
A,17,1,500,7,-87,
A,17,2,1000,7,-87,
A,17,3,1500,7,-87,
A,17,4,2000,7,-83,
A,17,5,2500,7,-87,
A,17,6,3000,7,-87,
A,17,7,3500,7,-78,
A,17,8,4000,7,-78,
A,17,9,4500,7,-78,
A,18,6,3000,2,-92,
A,18,0,0,3,-87,
A,18,3,1500,3,-87,
A,18,4,2000,3,-87,
A,18,5,2500,3,-78,
A,18,6,3000,3,-78,
A,18,7,3500,3,-78,
A,18,8,4000,3,-78,
A,18,9,4500,3,-78,
A,18,0,0,4,-73,
A,18,1,500,4,-73,
A,18,2,1000,4,-73,
A,18,3,1500,4,-73,
A,18,4,2000,4,-73,
A,18,5,2500,4,-73,
A,18,6,3000,4,-73,
A,18,7,3500,4,-73,
A,18,8,4000,4,-73,
A,18,9,4500,4,-73,
A,18,0,0,5,-73,
A,18,1,500,5,-73,
A,18,2,1000,5,-73,
A,18,3,1500,5,-73,
A,18,4,2000,5,-73,
A,18,5,2500,5,-83,
A,18,6,3000,5,-83,
A,18,7,3500,5,-83,
A,18,8,4000,5,-83,
A,18,9,4500,5,-83,
A,18,0,0,6,-78,
A,18,1,500,6,-83,
A,18,2,1000,6,-83,
